vocabulary_item_id,question_text,options,answer_index,explanation
1e0417bf-030f-4fb0-9e8c-380e149eddd0,「的」の意味として最も適切なものはどれですか？,"[""-al; -ic (adjective suffix)"",""noun; substantive"",""verb; action"",""adverb; modifier""]",0,「的」は -al; -ic (adjective suffix) を意味し、形容詞を作る接尾辞です。
1e1aa015-f797-4a72-8512-c2f9b3486e58,「違和感」の読み方はどれですか？,"[""いわかん"",""いごかん"",""ちがわかん"",""ちごかん""]",0,「違和感」は「いわかん」と読み、sense of discomfort を意味します。
1e4a90d7-4e86-4dd1-bb4b-56b78b27448b,「電」を使った適切な文はどれですか？,"[""電気をつける。"",""電気がつける。"",""電気はつける。"",""電気でつける。""]",0,「電」は electric を意味し、「電気」として使われます。
1e606279-cf8c-4e23-81a2-107de08de2de,「悲」の読み方はどれですか？,"[""かな"",""ひ"",""び"",""はな""]",0,「悲」は「かな」と読み、sadness を意味します。「悲しい」として使われます。
1efac998-7d32-4fac-8013-0c0fa81013a4,「〜に限って」を使った適切な例文はどれですか？,"[""急いでいる時に限って渋滞する。"",""急いでいる時を限って渋滞する。"",""急いでいる時が限って渋滞する。"",""急いでいる時で限って渋滞する。""]",0,「〜に限って」は especially when; particularly を意味し、特定の状況での皮肉を表します。
1f6bdc2a-5e01-45c4-b505-6129f99acf79,「行方」の意味として正しいものはどれですか？,"[""whereabouts; direction"",""beginning; start"",""middle; center"",""end; conclusion""]",0,「行方」は whereabouts; direction を意味し、所在や行き先を表します。
211ec374-90b6-4799-81f6-db5069625794,「〜はさておき」を使った適切な文はどれですか？,"[""冗談はさておき、本題に入りましょう。"",""冗談がさておき、本題に入りましょう。"",""冗談をさておき、本題に入りましょう。"",""冗談でさておき、本題に入りましょう。""]",0,「〜はさておき」は setting aside; leaving aside を意味し、話題を変える時に使います。
21d229bc-487c-46cb-85aa-62b5bb6ead41,「印象」の読み方はどれですか？,"[""いんしょう"",""いんぞう"",""しるしぞう"",""しるししょう""]",0,「印象」は「いんしょう」と読み、impression を意味します。
21dc9800-19c9-4a57-a7bf-8731be8ce42e,「円滑」を使った適切な例文はどれですか？,"[""会議が円滑に進んだ。"",""会議を円滑に進んだ。"",""会議は円滑に進んだ。"",""会議で円滑に進んだ。""]",0,「円滑」は smooth; harmonious を意味し、物事がスムーズに進むことを表します。
22bcd72b-c8da-401a-9b96-fb6dadeb4a54,「販」の意味として最も適切なものはどれですか？,"[""sell; marketing"",""buy; purchasing"",""make; production"",""use; consumption""]",0,「販」は sell; marketing を意味し、販売や販売業務を表します。
