vocabulary_item_id,question_text,options,answer_index,explanation
2d6305ee-ce1c-46bc-acc4-d35e57c91b75,「〜だけあって」を使った適切な文はどれですか？,"[""彼はプロだけあって演技がうまい。"",""彼はプロだけあって演技はうまい。"",""彼はプロだけあって演技でうまい。"",""彼はプロだけあって演技にうまい。""]",0,「〜だけあって」は as expected of ~; indeed ~ を意味し、評価や理由を表します。
2e1d2245-66c0-450b-9760-e997a6c1d4bc,「〜とばかりに」の意味として正しいものはどれですか？,"[""as if to say ~"",""because of ~"",""in order to ~"",""even though ~""]",0,「〜とばかりに」は as if to say ~ を意味し、態度や行動で気持ちを表す時に使います。
2e74f4fb-83bf-4bc2-820c-179f28b569a6,「〜ないことには〜ない」を使った適切な文はどれですか？,"[""本当のことを言わないことには、解決しない。"",""本当のことを言わないことに、解決しない。"",""本当のことを言わないことは、解決しない。"",""本当のことを言わないことで、解決しない。""]",0,「〜ないことには〜ない」は unless ~; ~ won’t happen を意味し、条件を強調します。
30b24f66-95e1-4946-a983-cb3b13295bc2,「普及」の意味として最も適切なものはどれですか？,"[""spread; popularization"",""reduction; shrinkage"",""support; backing"",""organization; system""]",0,「普及」は spread; popularization を意味し、広く行き渡ることを表します。
318d4dd4-83ab-4536-a295-c7830e3f2a40,「拡大」を使った適切な文はどれですか？,"[""市場を拡大する。"",""市場が拡大する。"",""市場は拡大する。"",""市場で拡大する。""]",0,「拡大」は expansion; enlargement を意味し、規模や範囲を広げることです。
31953617-55ef-48e7-bb7c-9f596708c4d5,「構」の読み方はどれですか？,"[""こう"",""かく"",""こうう"",""こうえ""]",0,「構」は「こう」と読み、structure; construct を意味します。
31ac9ab6-b58e-429b-9abe-88b45e2d29e5,「見解」の意味として正しいものはどれですか？,"[""opinion; view"",""question; ask"",""support; backing"",""organization; system""]",0,「見解」は opinion; view を意味し、考えや見方を表します。
3357cd97-97b2-4a3e-99a4-41a9d0bb4772,「〜にたえる」を使った適切な文はどれですか？,"[""鑑賞にたえる映画だ。"",""鑑賞がたえる映画だ。"",""鑑賞はたえる映画だ。"",""鑑賞でたえる映画だ。""]",0,「〜にたえる」は worth ~; capable of ~ を意味し、価値や耐久性を表します。
33b76e1c-e949-4d51-9e2d-d3bac6c99f0b,「〜てやまない」の意味として最も適切なものはどれですか？,"[""always sincerely ~"",""never ~"",""sometimes ~"",""rarely ~""]",0,「〜てやまない」は always sincerely ~ を意味し、強い願いや思いを表します。
34cb7d5e-b0d4-4c15-abb3-bac045eb5fcb,「賞」の読み方はどれですか？,"[""しょう"",""しょうう"",""そう"",""しょうえ""]",0,「賞」は「しょう」と読み、prize; reward を意味します。
3563b3cd-fb55-4245-a674-e3ba91d71102,「支持」を使った適切な文はどれですか？,"[""彼を支持する。"",""彼が支持する。"",""彼は支持する。"",""彼で支持する。""]",0,「支持」は support; backing を意味し、応援や賛成を表します。
357d7ff8-4076-4bc0-9f37-cf3ebf5f53bd,「造」の意味として正しいものはどれですか？,"[""build; create"",""destroy; break"",""support; backing"",""organization; system""]",0,「造」は build; create を意味し、物を作ることを表します。
35e6dc8c-683e-40ec-89d3-b5d481d0519f,「個」の読み方はどれですか？,"[""こ"",""か"",""け"",""き""]",0,「個」は「こ」と読み、individual; piece を意味します。
369512e8-4bba-40c9-a8d4-2eab40a5493c,「〜にしては」を使った適切な文はどれですか？,"[""初めてにしては上手ですね。"",""初めてにしては上手です。"",""初めてにしては上手だ。"",""初めてにしては上手である。""]",0,「〜にしては」は considering; for ~ を意味し、予想外の評価を表します。
3700e2bb-fbbb-4738-9a78-202f85e11a3b,「雇」の意味として最も適切なものはどれですか？,"[""employ; hire"",""fire; dismiss"",""support; backing"",""organization; system""]",0,「雇」は employ; hire を意味し、スタッフや従業員を雇うことです。
373037d9-7266-4c9f-a404-e038a158edc7,「問」の読み方はどれですか？,"[""と"",""もん"",""とう"",""とい""]",0,「問」は「と」と読み、question; ask を意味します。
383f42f8-c10e-4729-b122-0de8e322a708,「検」の意味として正しいものはどれですか？,"[""examine; test"",""support; backing"",""organization; system"",""prize; reward""]",0,「検」は examine; test を意味し、検査や調査を表します。
388e3430-1662-4796-b0ce-dc201252c927,「組織」を使った適切な文はどれですか？,"[""組織を改編する。"",""組織が改編する。"",""組織は改編する。"",""組織で改編する。""]",0,「組織」は organization; system を意味し、団体や仕組みを表します。
38f828b3-d630-4b5a-afef-88ee23f1b159,「〜に応じて」の意味として最も適切なものはどれですか？,"[""according to; in response to"",""in spite of"",""because of"",""instead of""]",0,「〜に応じて」は according to; in response to を意味し、状況や条件に合わせて変化することを表します。
397cf111-48f2-4c60-b192-cbb106ec3482,「疑」の読み方はどれですか？,"[""ぎ"",""き"",""ぐ"",""ぎゅ""]",0,「疑」は「ぎ」と読み、suspicion; doubt を意味します。
398b9e3a-c265-435b-b3bd-7652becf399e,「意義」の意味として正しいものはどれですか？,"[""meaning; significance"",""support; backing"",""organization; system"",""prize; reward""]",0,「意義」は meaning; significance を意味し、価値や重要性を表します。
3b898e4f-3792-4850-a90f-8c725c865ace,「績」の読み方はどれですか？,"[""せき"",""しき"",""せく"",""せきゅ""]",0,「績」は「せき」と読み、achievement を意味します。
3ba53729-d74f-4e5f-8ece-413e8ada5b35,「一概に〜とは言えない」を使った適切な文はどれですか？,"[""貧乏だから不幸だとは一概に言えない。"",""貧乏だから不幸だと一概に言えない。"",""貧乏だから不幸だが一概に言えない。"",""貧乏だから不幸だを一概に言えない。""]",0,「一概に〜とは言えない」は can't say ~ universally を意味し、例外や多様性を強調します。
3bdd5901-92ff-41d2-9d8c-7ce94bf487b5,「忘」の意味として最も適切なものはどれですか？,"[""forget"",""remember"",""support"",""organization""]",0,「忘」は forget を意味し、記憶から消えることを表します。
3c6534da-baaf-422e-b001-8fb0dc0e012f,「造」の読み方はどれですか？,"[""つく"",""ぞう"",""そう"",""つくる""]",0,「造」は「つく」と読み、to make; produce を意味します。
3c69be82-a28e-4e0e-ba80-8f10314b6eb3,「会」を使った適切な文はどれですか？,"[""友達に会う。"",""友達が会う。"",""友達は会う。"",""友達で会う。""]",0,「会」は to meet を意味し、人と会うことを表します。
3cc0ef0a-632e-4b83-99a2-447b7bcc89aa,「調」の意味として正しいものはどれですか？,"[""investigate; tune"",""support; backing"",""organization; system"",""prize; reward""]",0,「調」は investigate; tune を意味し、調査や調整を表します。
3e257acb-42f7-43a5-bad2-0a7b07efe725,「証」の読み方はどれですか？,"[""しょう"",""しょうう"",""そう"",""しょうえ""]",0,「証」は「しょう」と読み、evidence; proof を意味します。
3e55f7b2-2cc7-4b60-8b8b-5d5c1c006583,「辞」の意味として最も適切なものはどれですか？,"[""resign; word"",""support; backing"",""organization; system"",""prize; reward""]",0,「辞」は resign; word を意味し、辞職や辞書などで使われます。
3f52b984-3c48-4579-be04-bccbe121a485,「状」の意味として正しいものはどれですか？,"[""condition; status"",""support; backing"",""organization; system"",""prize; reward""]",0,「状」は condition; status を意味し、状態や様子を表します。
